id,driving_children,dob,age,home_children,years_on_job,income,single_parent,home_value,marital_status,gender,education,occupation,travel_time,car_use,vehicle_value,time_in_force,car_type,red_car,total_claims_5_years,claims_frequency_5_years,license_revoked,vehicle_points,claims_amount,car_age,claims_flag_crash,city_population
670127664,0,1953-09-02,46,0,12,35852,0,142093,1,M,High School,Blue Collar,21,Private,13460,10,Minivan,0,0,0,0,0,0,1,0,Urban
16446925,0,1951-09-13,48,0,7,22362,0,127087,1,M,High School,Clerical,39,Private,27160,3,Minivan,1,22906,1,1,0,0,1,0,Urban
82398794,0,1948-08-30,51,0,7,66948,0,0,0,M,Bachelors,Professional,39,Commercial,28870,10,Panel Truck,0,0,0,0,0,0,8,0,Rural
508658607,0,1956-11-22,42,0,85,16423,0,0,0,M,High School,Clerical,44,Private,21540,4,Minivan,0,0,0,0,0,0,9,0,Rural
114231234,0,1944-12-23,54,0,15,52105,0,196481,1,F,Masters,Lawyer,40,Private,21430,1,SUV,0,0,0,0,0,0,14,0,Urban
262510033,0,1956-02-09,43,0,9,53431,0,0,0,F,Bachelors,Professional,5,Private,8050,3,SUV,0,4408,1,0,5,4009,12,1,Urban
608976095,0,1958-10-07,41,1,14,6712,0,0,1,F,Bachelors,Home Maker,37,Private,2910,7,Sports Car,0,0,0,0,2,0,11,0,Urban
873746806,0,1973-02-22,26,2,11,21443,0,116421,1,M,High School,Clerical,33,Private,6240,1,Minivan,0,0,0,0,0,0,1,0,Rural
486162046,0,1950-03-22,49,0,12,45471,0,170808,1,F,Bachelors,Clerical,14,Private,10670,1,SUV,0,0,0,0,0,0,7,0,Urban
928986116,0,1938-09-21,61,0,15,85554,0,272542,1,M,Masters,Lawyer,43,Private,19870,1,SUV,1,0,0,0,0,0,15,0,Urban
463814342,0,1955-04-25,44,0,14,134967,0,335456,1,F,Masters,Manager,31,Private,16020,4,Minivan,0,0,0,0,0,0,18,0,Urban
646843657,0,1949-09-05,50,0,13,46952,0,223769,1,F,Bachelors,Blue Collar,26,Commercial,6200,1,SUV,0,0,0,0,0,3731,1,1,Urban
184765901,0,1952-01-27,47,0,11,69692,0,243839,1,F,Masters,Lawyer,58,Private,18370,4,Sports Car,0,3314,2,0,0,0,10,0,Urban
740716572,0,1944-08-08,55,0,6,86546,0,329062,1,M,Masters,Lawyer,6,Private,15960,4,Minivan,1,0,0,0,3,0,18,0,Urban
58001635,0,1959-05-19,40,3,13,120603,1,0,0,M,PhD,Doctor,16,Private,17560,10,Van,0,0,0,0,0,0,13,0,Urban
527670758,0,1939-02-11,60,0,13,60432,0,235070,1,M,Bachelors,Professional,35,Private,18560,1,Minivan,1,0,0,0,0,7369,10,1,Rural
181290061,0,1944-09-15,55,0,6,38322,0,149578,1,F,Bachelors,Manager,5,Private,15590,1,Minivan,0,0,0,1,0,0,14,0,Urban
419976473,0,1942-09-27,57,0,12,97083,0,0,0,F,Bachelors,Professional,20,Private,18800,13,Minivan,0,4925,1,0,4,0,13,0,Urban
137895222,0,1948-01-01,51,0,13,32570,0,158055,1,M,Bachelors,Clerical,17,Commercial,9860,9,Pickup,1,5533,1,0,6,0,9,0,Urban
569134000,0,1951-10-06,48,0,6,14410,0,0,0,F,High School,Clerical,27,Private,7740,7,SUV,0,1001,1,0,3,7204,1,1,Urban
345824763,0,1964-05-31,35,0,12,101956,0,284104,1,F,Bachelors,Blue Collar,45,Commercial,28160,10,Minivan,0,0,0,0,0,0,1,0,Urban
121706213,0,1956-05-22,43,1,14,23215,0,80406,1,F,High School,Home Maker,33,Commercial,16530,4,Minivan,0,0,0,0,2,0,6,0,Rural
586304732,0,1960-09-13,39,2,13,192426,0,483998,1,M,PhD,Doctor,46,Private,33460,1,Minivan,1,0,0,0,0,0,17,0,Urban
595503380,0,1973-06-14,26,0,9,24722,0,0,0,F,High School,Clerical,28,Private,9420,6,SUV,0,0,0,0,1,11213,4,1,Urban
305188907,1,1961-01-11,38,2,12,14320,1,77725,0,F,High School,Home Maker,26,Private,23950,1,Minivan,0,3718,1,0,0,6880,4,1,Urban
289313269,0,1958-07-01,41,0,13,96886,0,256416,1,F,Bachelors,Professional,13,Private,15290,1,Minivan,0,0,0,0,0,0,10,0,Urban
552499053,1,1961-04-03,38,2,0,0,0,0,1,F,High School,Student,24,Commercial,10560,1,SUV,0,0,0,0,0,0,7,0,Urban
837122700,0,1953-10-07,46,0,10,70840,0,0,0,M,Bachelors,Professional,32,Private,13180,3,Minivan,0,0,0,1,0,0,1,0,Urban
788779542,2,1938-12-03,60,2,88,21920,0,78026,1,F,High School,Clerical,50,Private,11810,10,SUV,0,6973,3,0,0,0,8,0,Urban
348646112,0,1937-09-26,62,0,14,67112,0,238759,1,F,Bachelors,Professional,32,Private,18300,1,Sports Car,0,8363,1,0,7,4287,1,1,Urban
972352732,0,1958-07-28,41,0,12,36449,0,0,1,M,High School,Student,37,Private,17900,6,Minivan,1,0,0,0,0,0,1,0,Rural
49408042,0,1950-06-27,49,0,11,138942,0,0,0,M,Masters,Lawyer,37,Private,18920,11,Van,0,0,0,0,0,0,1,0,Urban
664787627,0,1957-02-25,42,0,13,77737,0,238724,1,F,Bachelors,Manager,27,Private,22800,1,Minivan,0,0,0,0,2,0,11,0,Urban
663029590,0,1945-04-27,54,0,12,46074,0,0,0,M,Bachelors,Manager,42,Private,11510,3,Pickup,1,0,0,0,0,0,6,0,Urban
63479241,0,1945-04-29,54,0,0,0,0,109280,1,F,High School,Home Maker,13,Private,7140,11,Sports Car,0,0,0,0,0,0,1,0,Rural
800556705,1,1961-09-26,38,2,11,50718,1,0,0,F,High School,Clerical,51,Private,14230,1,SUV,0,3649,1,0,5,0,5,0,Rural
496954522,0,1961-02-01,38,0,11,58820,0,181915,1,F,Bachelors,Clerical,55,Private,19690,21,Pickup,0,4528,2,0,0,0,10,0,Urban
226909233,0,1939-06-13,60,2,11,0,0,141088,1,F,High School,Home Maker,47,Private,7500,3,SUV,0,0,0,1,2,4586,1,1,Urban
463360926,2,1955-07-23,44,3,14,47231,0,168478,1,F,High School,Clerical,31,Private,18170,17,Pickup,0,0,0,0,0,0,10,0,Urban
799528270,0,1967-09-09,32,2,13,14744,0,0,1,F,Bachelors,Student,27,Private,14930,3,SUV,0,613,2,0,5,0,7,0,Urban
800426023,0,1954-12-02,44,2,15,16352,0,134164,1,F,High School,Home Maker,37,Private,9760,1,SUV,0,2316,1,0,0,56400,1,1,Urban
3660621,0,1969-06-11,30,1,9,77156,1,0,0,F,Bachelors,Clerical,28,Private,11430,9,SUV,0,11295,3,0,6,0,1,0,Rural
831585855,0,1954-03-16,45,2,15,20653,0,140294,1,F,High School,Clerical,24,Commercial,20720,1,Pickup,0,0,0,0,0,10690,6,1,Urban
852469481,0,1965-12-04,33,5,18,4562,0,55632,1,M,High School,Student,8,Commercial,9650,7,Pickup,1,0,0,0,4,0,9,0,Urban
449101300,0,1948-06-25,51,0,9,95713,0,302676,1,F,PhD,Manager,32,Private,23040,9,Pickup,0,0,0,0,0,0,17,0,Urban
820425739,0,1955-07-15,44,0,11,29929,0,124756,0,M,High School,Professional,41,Private,15320,4,Minivan,1,0,0,0,0,0,1,0,Urban
362335899,0,1950-01-26,49,0,13,104691,0,271132,0,M,Bachelors,Professional,14,Commercial,30260,7,Panel Truck,1,22813,1,1,7,0,1,0,Urban
513474624,0,1946-12-29,52,0,11,70198,0,239210,1,M,Bachelors,Blue Collar,41,Commercial,37810,6,Panel Truck,0,0,0,1,0,934,9,1,Urban
684319268,0,1945-09-21,54,0,15,50646,0,222419,1,F,PhD,Home Maker,40,Private,32100,6,Van,0,0,0,0,0,0,16,0,Rural
63729628,0,1949-08-31,50,0,8,69030,0,196452,1,F,High School,Blue Collar,10,Commercial,35450,6,SUV,0,764,3,0,0,0,1,0,Urban
567478451,0,1961-04-11,38,0,7,116933,0,372067,0,M,Bachelors,Professional,19,Commercial,25740,1,Panel Truck,1,0,0,0,0,0,14,0,Urban
184517615,0,1954-07-14,45,0,8,38632,0,187532,1,F,High School,Blue Collar,35,Commercial,25340,4,Minivan,0,0,0,0,0,0,1,0,Rural
997931907,2,1960-11-07,39,2,11,30290,0,134576,1,F,High School,Blue Collar,20,Commercial,18270,3,Pickup,0,2787,3,0,3,1841,1,1,Urban
2885798,0,1952-09-25,47,0,15,57446,0,205310,1,M,High School,Professional,30,Private,12120,4,Pickup,0,0,0,0,2,0,7,0,Urban
347562336,0,1966-07-30,33,0,8,102981,0,302779,1,M,High School,Professional,29,Private,16680,1,Van,1,0,0,0,0,0,11,0,Rural
275865578,0,1961-02-09,38,0,11,72901,0,243300,0,F,Bachelors,Professional,28,Private,15200,4,SUV,0,1310,3,0,5,0,4,0,Urban
2885798,0,1952-09-25,47,0,15,57446,0,205310,1,M,High School,Professional,30,Commercial,25090,4,Panel Truck,0,0,0,0,1,5324,7,1,Urban
908964571,0,1959-07-21,40,0,10,90377,0,251223,0,M,Bachelors,Blue Collar,21,Commercial,5500,1,Pickup,1,0,0,0,2,0,7,0,Urban
650729244,0,1933-12-16,65,0,14,56513,0,189268,1,F,Masters,Lawyer,42,Private,15360,10,Sports Car,0,5229,1,0,4,0,25,0,Urban
96249983,0,1951-02-02,48,0,10,20551,0,88080,0,M,Masters,Lawyer,40,Private,14150,3,Minivan,1,4939,3,0,2,0,17,0,Urban
231947709,0,1961-01-27,38,2,0,0,1,93228,0,F,High School,Home Maker,51,Private,9750,8,SUV,0,11093,3,0,7,4913,1,1,Urban
868197226,0,1959-10-30,40,0,9,83000,0,248949,1,F,Masters,Lawyer,30,Private,21880,1,SUV,0,0,0,0,0,0,15,0,Urban
240336746,0,1942-05-16,57,2,16,86232,0,272326,1,F,Masters,Manager,8,Private,15820,9,SUV,0,0,0,0,0,0,15,0,Urban
898647663,0,1962-12-28,36,0,8,131766,0,0,0,M,PhD,Manager,45,Private,13950,4,Minivan,1,0,0,0,0,4495,11,1,Urban
610834268,0,1953-02-20,46,0,13,122086,0,347291,0,F,Masters,Lawyer,5,Private,7020,6,Sports Car,0,0,0,0,0,0,11,0,Urban
947320793,0,1934-12-25,64,1,15,34199,0,174149,1,M,Bachelors,Blue Collar,5,Private,11210,7,Sports Car,1,10572,4,0,4,8550,8,1,Urban
211458609,0,1950-11-23,48,0,2,134333,0,358876,1,F,High School,Professional,9,Private,22490,6,SUV,0,0,0,0,2,0,1,0,Urban
829738244,0,1960-09-09,39,0,10,70750,0,228858,0,M,Bachelors,Blue Collar,68,Private,3350,1,Minivan,0,6006,2,0,3,3423,14,1,Rural
986554544,0,1948-10-29,51,0,0,0,0,0,0,M,PhD,Doctor,29,Private,8310,6,Pickup,1,0,0,0,0,0,18,0,Urban
771190621,0,1954-10-06,45,0,13,103134,0,0,0,F,Masters,Lawyer,38,Private,16310,1,Sports Car,0,0,0,0,0,0,21,0,Urban
505246407,0,1946-02-21,53,0,13,69268,0,238236,1,M,Bachelors,Blue Collar,31,Commercial,13730,6,Minivan,0,23381,1,0,1,0,12,0,Urban
554193726,0,1959-07-19,40,0,9,103636,0,270623,1,M,Bachelors,Manager,47,Private,14070,7,Minivan,1,0,0,0,0,0,1,0,Urban
467806649,0,1939-01-10,60,0,9,100207,0,320199,0,M,Bachelors,Manager,34,Private,1500,10,Minivan,0,15403,2,0,0,0,11,0,Urban
995214124,0,1957-01-11,42,0,11,56969,0,252556,1,M,Bachelors,Professional,18,Commercial,11400,1,Pickup,0,4512,3,0,5,4083,10,1,Urban
374284502,0,1945-02-19,54,0,0,0,0,87156,1,F,Masters,Home Maker,36,Private,22350,6,SUV,0,0,0,0,0,0,9,0,Rural
538677206,0,1965-02-28,34,3,16,118064,0,330500,1,M,Bachelors,Blue Collar,5,Commercial,13310,1,Minivan,0,0,0,0,0,0,11,0,Urban
528512018,1,1954-12-07,44,2,15,80140,0,233009,1,M,Masters,Professional,40,Private,13910,21,Minivan,0,0,0,0,3,0,15,0,Urban
691463996,0,1959-12-11,39,2,17,23094,0,140813,1,F,High School,Blue Collar,27,Commercial,9310,4,Sports Car,0,4732,2,0,0,3091,1,1,Urban
873552637,0,1943-05-11,56,0,4,42235,0,145837,1,F,High School,Clerical,40,Private,5720,13,Sports Car,0,8901,2,0,0,0,7,0,Urban
846022747,0,1949-12-04,49,0,4,148125,0,392383,1,M,PhD,Doctor,38,Private,6400,7,Pickup,0,0,0,0,2,0,18,0,Urban
988854727,0,1967-05-24,32,4,11,16976,0,0,1,F,High School,Student,25,Private,6640,1,SUV,0,3468,1,0,0,0,5,0,Urban
922850321,0,1933-05-15,66,0,12,84791,0,0,0,M,Masters,Manager,10,Private,9980,10,SUV,1,5918,1,0,0,0,13,0,Urban
204838758,0,1965-01-12,34,4,15,6876,0,0,1,M,Bachelors,Student,45,Private,15930,10,Minivan,1,0,0,0,2,0,11,0,Urban
983246897,2,1961-07-26,38,2,9,43476,1,156267,0,F,High School,Blue Collar,37,Commercial,5850,16,SUV,0,7145,2,0,0,5769,1,1,Urban
893570319,0,1948-04-29,51,0,12,101212,0,0,0,M,Bachelors,Professional,43,Private,16720,6,Minivan,1,0,0,0,0,0,12,0,Urban
384741518,0,1967-04-26,32,1,10,37895,0,0,1,M,High School,Clerical,21,Private,8490,10,Minivan,0,6073,2,0,0,0,1,0,Urban
564000120,0,1954-10-12,45,0,12,37407,0,138623,1,F,Bachelors,Manager,32,Private,7940,4,Sports Car,0,47712,1,1,0,0,12,0,Urban
652685017,0,1941-11-29,57,0,14,111970,0,342129,1,M,Masters,Manager,28,Commercial,23780,3,Panel Truck,0,20369,1,1,5,0,15,0,Urban
419009490,0,1959-02-03,40,1,9,90326,1,0,0,M,Bachelors,Blue Collar,33,Commercial,19380,3,Van,1,0,0,0,0,4392,7,1,Urban
638611122,0,1958-10-22,41,2,12,50,0,60765,1,M,Bachelors,Student,19,Commercial,5610,1,Pickup,1,0,0,0,0,0,14,0,Rural
446435534,0,1942-05-12,57,0,12,62238,0,0,0,M,Bachelors,Blue Collar,44,Commercial,11400,11,Pickup,1,0,0,0,3,0,7,0,Rural
434682556,0,1947-05-19,52,0,15,26782,0,164119,1,M,High School,Clerical,52,Private,10890,10,Pickup,0,0,0,0,0,0,7,0,Rural
871287808,0,1950-10-14,49,0,13,9486,0,146041,1,F,Masters,Home Maker,24,Private,6390,4,SUV,0,0,0,0,2,0,15,0,Rural
371702941,0,1948-07-07,51,0,8,66804,0,0,0,M,Bachelors,Professional,35,Private,16130,6,Minivan,1,0,0,0,0,0,7,0,Urban
145010935,0,1966-03-13,33,4,15,40095,0,167208,1,F,High School,Clerical,48,Private,5510,7,Sports Car,0,34993,4,1,6,0,1,0,Rural
739643429,0,1942-11-11,57,0,5,32033,0,167795,1,F,Masters,Home Maker,44,Private,18110,10,Sports Car,0,1575,2,0,7,5834,16,1,Urban
282293169,0,1943-01-24,56,0,13,19657,0,0,0,M,High School,Professional,36,Private,3470,1,Minivan,1,0,0,0,2,0,5,0,Urban
167976834,0,1964-02-02,35,2,12,105992,1,0,0,F,Bachelors,Professional,43,Private,17540,1,Minivan,0,25379,1,1,0,4771,9,1,Urban
977322255,0,1973-03-09,26,2,0,0,0,0,1,F,High School,Student,10,Commercial,22430,4,Pickup,0,8538,4,0,8,2357,1,1,Urban
678910448,0,1965-02-21,34,1,12,62044,0,201347,1,F,Bachelors,Professional,37,Private,11100,17,SUV,0,0,0,0,0,0,7,0,Rural
324561319,0,1939-12-07,59,0,10,32857,0,0,0,F,PhD,Home Maker,29,Private,34470,1,Pickup,0,0,0,0,0,0,20,0,Rural
372761026,0,1952-09-10,47,0,12,80577,0,0,0,M,Masters,Lawyer,34,Private,13610,11,Minivan,0,0,0,0,3,0,12,0,Urban
807382773,0,1947-12-10,51,0,11,51303,0,209767,1,M,High School,Blue Collar,5,Commercial,18900,1,Van,0,3328,1,0,8,5374,11,1,Urban
305459392,0,1955-04-08,44,0,8,27127,0,0,0,F,High School,Clerical,36,Private,21960,6,Minivan,0,35472,2,1,2,0,1,0,Urban
410548344,0,1939-01-06,60,0,13,62049,0,217434,1,F,Masters,Lawyer,70,Private,19620,11,SUV,0,0,0,1,0,1151,15,1,Urban
463996114,0,1956-03-30,43,0,13,85951,0,0,0,M,Masters,Professional,27,Private,11560,20,Minivan,0,0,0,0,0,0,17,0,Urban
583259719,0,1944-07-07,55,0,13,7898,0,153061,0,F,PhD,Home Maker,38,Private,9310,1,Minivan,0,0,0,0,0,0,12,0,Rural
782296062,0,1949-07-29,50,0,11,38998,0,175757,1,M,High School,Blue Collar,47,Commercial,21460,7,Minivan,1,0,0,0,1,0,1,0,Rural
212925200,0,1944-11-30,54,0,11,98657,0,0,0,F,Masters,Lawyer,46,Private,16770,1,SUV,0,0,0,0,1,0,13,0,Urban
132709202,1,1957-12-20,41,2,13,39677,0,166364,1,F,High School,Clerical,14,Private,20210,4,Pickup,0,0,0,0,2,10215,6,1,Urban
607022620,0,1944-04-28,55,0,15,71402,0,246583,1,M,High School,Blue Collar,19,Commercial,27370,6,Panel Truck,1,718,2,0,2,0,9,0,Urban
210751378,0,1949-07-20,50,0,13,53568,0,202687,1,M,Bachelors,Blue Collar,37,Commercial,22250,13,Minivan,0,0,0,0,0,0,7,0,Rural
761519731,0,1956-05-01,43,2,9,63644,1,174541,0,F,Bachelors,Manager,24,Private,16640,9,Sports Car,0,0,0,0,0,0,11,0,Urban
547910569,0,1939-04-01,60,4,16,28634,0,151602,1,M,High School,Clerical,17,Private,5730,1,Minivan,0,30480,2,1,5,471,5,1,Rural
557773366,0,1948-11-07,51,0,0,0,0,106237,0,M,Masters,Lawyer,22,Private,13470,1,Minivan,1,0,0,0,1,0,1,0,Urban
869972677,0,1943-02-16,56,0,3,37352,0,0,0,M,Masters,Lawyer,40,Private,13910,7,Minivan,0,0,0,0,0,0,20,0,Rural
440614462,0,1946-05-04,53,1,6,86100,0,268336,1,M,Masters,Manager,48,Private,15410,8,Minivan,0,0,0,0,1,0,15,0,Urban
819630864,0,1953-03-24,46,0,7,29968,0,180980,1,M,Bachelors,Blue Collar,43,Commercial,26310,10,Panel Truck,0,0,0,0,1,0,8,0,Urban
702824999,0,1965-03-04,34,1,12,34887,1,156214,0,F,Bachelors,Blue Collar,38,Commercial,23260,1,SUV,0,0,0,0,3,0,11,0,Urban
720305468,0,1955-06-30,44,2,14,62721,0,165941,1,F,Bachelors,Professional,42,Private,29770,3,SUV,0,0,0,0,0,0,4,0,Urban
72803473,2,1938-10-03,61,4,19,158546,0,390219,1,F,PhD,Manager,24,Private,42680,10,SUV,0,4640,1,0,3,0,19,0,Urban
852315084,0,1955-03-17,44,0,11,178864,0,428679,0,F,Masters,Lawyer,43,Private,23790,4,Pickup,0,0,0,0,0,0,15,0,Urban
495742019,0,1961-08-21,38,0,13,42245,0,0,0,F,High School,Blue Collar,42,Commercial,20510,10,SUV,0,0,0,0,0,0,1,0,Rural
430472212,1,1955-08-30,44,2,13,18564,1,117386,0,F,High School,Clerical,12,Commercial,13850,16,Pickup,0,3828,3,0,3,2059,6,1,Urban
234056875,0,1952-07-06,47,0,4,12765,0,0,0,F,High School,Student,71,Private,28640,13,Pickup,0,0,0,0,1,0,7,0,Rural
256760194,0,1941-12-01,57,0,11,13235,0,135560,0,F,Bachelors,Home Maker,6,Private,10170,4,SUV,0,8135,3,0,3,2422,13,1,Urban
202023928,0,1951-09-20,48,0,42,105051,0,313504,0,M,Bachelors,Professional,37,Commercial,16810,4,Van,1,6978,2,0,2,1894,1,1,Urban
608982026,0,1963-01-22,36,1,13,14729,0,91594,1,M,High School,Clerical,26,Private,14270,10,Minivan,1,0,0,0,0,0,6,0,Rural
131511163,0,1945-12-26,53,0,60,126548,0,0,0,F,Masters,Lawyer,64,Private,19450,4,SUV,0,0,0,1,0,1058,13,1,Urban
990242131,0,1948-12-29,50,0,13,56566,0,222820,1,M,Masters,Manager,27,Commercial,24850,1,Panel Truck,0,1203,3,0,3,6691,11,1,Urban
763745844,1,1959-06-14,40,2,16,75188,0,241182,1,F,High School,Blue Collar,25,Commercial,13020,10,SUV,0,44010,3,1,4,1436,6,1,Urban
727223664,0,1961-02-12,38,0,11,91952,0,282565,0,M,Bachelors,Professional,30,Commercial,17850,7,Van,0,0,0,0,0,0,3,0,Rural
136807839,1,1963-07-26,36,2,10,45451,1,0,0,F,Bachelors,Professional,48,Private,9650,1,SUV,0,0,0,0,0,0,10,0,Rural
265777754,0,1954-02-06,45,0,12,56828,0,201430,0,F,High School,Blue Collar,54,Commercial,14060,11,Sports Car,0,0,0,0,3,937,9,1,Urban
17384627,0,1957-12-25,41,0,10,53401,0,0,0,F,Bachelors,Blue Collar,26,Commercial,14210,11,SUV,0,3189,2,0,1,0,1,0,Urban
964763388,0,1944-06-03,55,0,12,37794,0,0,0,M,High School,Home Maker,38,Private,17050,1,Minivan,0,39617,3,1,4,5631,1,1,Urban
115806457,0,1965-01-10,34,1,9,28698,1,0,0,F,High School,Clerical,32,Private,10970,1,SUV,0,0,0,0,0,0,4,0,Rural
533341484,0,1968-02-23,31,4,6,32838,0,117101,1,M,High School,Clerical,24,Commercial,4600,4,Pickup,0,0,0,0,0,0,3,0,Rural
313119300,1,1961-03-21,38,3,15,20145,0,128953,1,F,High School,Home Maker,56,Private,5200,3,Sports Car,0,38063,1,1,0,5192,1,1,Urban
224632921,1,1935-12-22,63,1,10,44866,0,203341,1,F,Masters,Manager,56,Private,11160,4,Sports Car,0,6499,1,1,9,5692,14,1,Urban
709445077,0,1958-05-24,41,0,6,180031,0,455995,1,F,Bachelors,Professional,25,Private,8440,8,SUV,0,0,0,0,0,0,7,0,Urban
5707989,0,1958-03-29,41,3,11,88426,1,0,0,F,High School,Blue Collar,9,Commercial,14440,4,SUV,0,6193,3,0,2,0,5,0,Rural
176017386,0,1952-07-13,47,0,12,48776,0,187090,1,F,High School,Blue Collar,5,Commercial,17910,6,SUV,0,0,0,0,2,0,1,0,Urban
255696249,0,1963-09-10,36,0,9,48741,0,210875,1,F,High School,Manager,48,Private,13230,6,SUV,0,0,0,0,0,0,1,0,Urban
153680870,1,1959-03-18,40,2,11,85273,1,257283,0,F,Masters,Lawyer,55,Private,19070,13,SUV,0,2907,2,0,5,4246,15,1,Urban
71921650,1,1955-01-25,44,2,13,21247,0,112368,1,F,High School,Clerical,35,Private,3620,1,SUV,0,3008,3,0,0,0,7,0,Urban
805970222,1,1959-01-15,40,3,14,51401,1,179590,0,M,Bachelors,Blue Collar,15,Commercial,9050,1,Pickup,0,0,0,1,0,0,6,0,Rural
281348357,0,1960-01-26,39,2,9,133920,1,0,0,F,Masters,Lawyer,41,Private,18790,6,Minivan,0,26926,2,1,0,4172,15,1,Urban
537833008,0,1941-06-17,58,0,11,220178,0,561085,0,M,PhD,Doctor,41,Private,13880,7,Minivan,1,4323,2,0,1,0,11,0,Urban
721543354,0,1957-08-12,42,2,12,73661,1,0,0,F,High School,Blue Collar,45,Commercial,25940,4,Minivan,0,0,0,0,0,0,1,0,Rural
974000448,0,1962-10-14,37,1,14,25346,0,0,1,F,High School,Blue Collar,36,Private,11790,7,SUV,0,31255,3,0,4,0,6,0,Urban
505487021,0,1964-01-15,35,0,11,105367,0,0,1,M,Bachelors,Professional,30,Private,15540,7,Minivan,1,0,0,1,4,0,11,0,Urban
212162970,0,1953-07-24,46,0,13,18311,0,145159,1,M,Masters,Lawyer,33,Private,27300,13,Minivan,0,2607,4,0,8,0,23,0,Urban
272342712,0,1945-10-07,54,0,14,66955,0,241544,0,F,Bachelors,Professional,23,Private,23370,4,Pickup,0,0,0,0,3,0,10,0,Urban
319208734,1,1961-10-07,38,2,8,41230,0,0,1,M,Bachelors,Clerical,30,Commercial,25730,3,Panel Truck,1,1410,1,0,10,6528,5,1,Urban
164905242,0,1950-11-24,48,0,11,59286,0,225803,1,F,High School,Professional,49,Private,19810,1,SUV,0,0,0,0,0,0,8,0,Urban
702002572,0,1966-06-08,33,3,13,33285,1,153247,0,F,High School,Clerical,28,Private,10610,1,SUV,0,3739,2,0,0,0,1,0,Urban
459216288,1,1936-02-17,63,1,11,54297,0,231033,1,M,Bachelors,Professional,36,Private,12150,4,Sports Car,1,0,0,0,0,2643,12,1,Urban
20408932,0,1956-12-30,42,0,8,52463,0,0,1,M,High School,Blue Collar,18,Commercial,34890,8,Panel Truck,0,9058,2,0,5,0,11,0,Urban
791984052,0,1969-03-23,30,2,12,102113,1,255135,0,M,High School,Manager,37,Private,19720,3,Van,0,6998,1,0,0,0,1,0,Urban
594690877,1,1954-07-01,45,1,11,105756,0,298161,1,F,PhD,Manager,36,Commercial,20520,6,Pickup,0,0,0,0,0,0,1,0,Urban
138960084,0,1966-08-28,33,4,0,0,0,0,1,M,High School,Student,38,Private,5950,1,Pickup,1,0,0,1,0,0,1,0,Urban
63207789,0,1951-02-06,48,0,12,64916,0,282967,1,M,Bachelors,Blue Collar,18,Commercial,6200,4,Pickup,1,5893,1,0,6,0,11,0,Urban
745157230,0,1966-10-26,33,2,10,53041,0,147510,1,F,High School,Blue Collar,45,Commercial,19240,1,Pickup,0,4445,2,0,9,2439,10,1,Urban
728563911,0,1962-03-06,37,0,13,64668,0,0,0,F,Masters,Manager,5,Private,4550,10,Sports Car,0,0,0,0,1,0,24,0,Urban
285354802,2,1961-01-05,38,2,12,102020,1,0,0,F,Masters,Lawyer,28,Private,15500,6,SUV,0,5306,2,0,5,3726,1,1,Urban
595696137,0,1943-05-06,56,1,14,133296,0,390866,1,F,PhD,Manager,24,Private,20430,17,Minivan,0,0,0,0,0,0,13,0,Urban
114999708,0,1946-10-29,53,0,7,22953,0,139610,1,M,High School,Manager,24,Private,11640,1,Pickup,1,0,0,0,0,0,1,0,Urban
142669423,0,1955-03-13,44,0,12,51279,0,200803,1,M,High School,Blue Collar,52,Commercial,12200,3,Pickup,1,0,0,0,0,40941,1,1,Urban
424967789,0,1948-10-13,51,0,11,50173,0,186074,1,F,High School,Clerical,22,Private,11620,14,SUV,0,0,0,0,0,0,1,0,Urban
124334242,0,1950-04-13,49,0,12,73242,0,0,0,F,Bachelors,Home Maker,22,Private,13580,3,SUV,0,11479,1,0,4,0,14,0,Urban
325267397,0,1965-12-20,33,2,8,92261,1,0,0,M,Bachelors,Blue Collar,28,Private,13380,1,Minivan,1,0,0,0,0,0,13,0,Urban
315911975,0,1969-12-06,29,2,12,34600,0,113013,1,M,High School,Manager,20,Private,7860,3,Pickup,1,558,1,0,7,0,1,0,Urban
341750688,0,1952-07-03,47,0,10,80963,0,0,0,F,PhD,Doctor,35,Private,40240,6,Sports Car,0,0,0,0,0,0,13,0,Urban
503784924,0,1955-02-28,44,1,9,67373,1,0,0,M,High School,Manager,15,Commercial,32460,4,Panel Truck,1,8423,4,0,0,0,1,0,Urban
81323076,0,1946-05-17,53,0,15,169926,0,442348,1,F,PhD,Manager,49,Private,6800,14,SUV,0,0,0,0,0,0,1,0,Urban
291961707,0,1953-02-20,46,0,8,48656,0,194871,1,F,Bachelors,Blue Collar,45,Private,12580,10,SUV,0,7450,1,0,3,0,7,0,Rural
670519706,0,1955-03-16,44,0,6,234825,0,0,0,F,PhD,Doctor,14,Private,16790,4,SUV,0,32113,1,1,7,4262,19,1,Urban
812467239,0,1960-10-28,39,0,9,26454,0,131738,1,F,Masters,Manager,45,Private,8050,10,SUV,0,7607,2,0,0,0,1,0,Urban
526071798,0,1948-11-02,51,0,77,103328,0,323740,1,M,Bachelors,Blue Collar,53,Commercial,16930,7,Van,0,3204,2,0,3,0,10,0,Urban
631567336,0,1952-06-19,47,0,11,49565,0,0,0,F,High School,Blue Collar,43,Private,11160,6,Minivan,0,4552,1,0,2,0,6,0,Urban
999138217,0,1946-09-09,53,0,16,109040,0,327237,1,M,PhD,Doctor,48,Private,28850,1,Minivan,1,0,0,0,1,0,15,0,Urban
